,year,latitude,longitude,precipitation_winter,precipitation_summer,precipitation_annual,volwater_winter,volwater_spring,volwater_summer,volwater_fall
18584,2024,37.60334,-110.0365,5.93,1.57,8.21,,,,
18585,2024,37.60334,-110.0365,5.93,1.57,8.21,,,,
18586,2024,37.60334,-110.0365,5.93,1.57,5.93,,,,
18587,2024,37.60334,-110.0365,5.93,1.57,5.93,,,,
18588,2024,37.60334,-110.0365,,,,0.09051205,0.08029714,0.04015481,0.08898171
18589,2024,37.60334,-110.0365,5.62,4.87,4.28,,,,
18590,2024,37.60334,-110.0365,5.62,4.87,4.28,,,,
18591,2024,37.60334,-110.0365,5.62,4.87,13.16,,,,
18592,2024,37.60334,-110.0365,5.62,4.87,13.16,,,,
18593,2024,37.60334,-110.0365,,,,0.114371,0.06572931,0.04234814,0.1034136
18594,2024,37.60334,-110.0365,5.97,7.86,5.97,,,,
18595,2024,37.60334,-110.0365,5.97,7.86,5.97,,,,
18596,2024,37.60334,-110.0365,5.97,7.86,8.99,,,,
18597,2024,37.60334,-110.0365,5.97,7.86,8.99,,,,
18598,2024,37.60334,-110.0365,,,,0.101834,0.09294091,0.04639445,0.08124312
18599,2024,37.60334,-110.0365,7.15,3.79,6.73,,,,
18600,2024,37.60334,-110.0365,7.15,3.79,6.73,,,,
18601,2024,37.60334,-110.0365,7.15,3.79,3.03,,,,
18602,2024,37.60334,-110.0365,7.15,3.79,3.03,,,,
18603,2024,37.60334,-110.0365,,,,0.1328294,0.06594563,0.04356417,0.0574327
18604,2024,37.60334,-110.0365,15.44,9.44,,,,,
18605,2024,37.60334,-110.0365,,,,0.1084083,0.06908554,0.05148303,0.06361888
18606,2024,37.60334,-110.0365,1.89,7.73,5.03,,,,
18607,2024,37.60334,-110.0365,1.89,7.73,5.03,,,,
18608,2024,37.60334,-110.0365,1.89,7.73,7.73,,,,
18609,2024,37.60334,-110.0365,1.89,7.73,7.73,,,,
18610,2024,37.60334,-110.0365,,,,0.09202176,0.05203549,0.04539561,0.1010167
18611,2024,37.60334,-110.0365,4.23,4.19,9.4,,,,
18612,2024,37.60334,-110.0365,,,,0.1114722,0.05802711,0.0429366,0.08595967
18613,2021,37.59489,-110.0355,6.27,6.6,,,,,
18614,2021,37.59489,-110.0355,,,,0.1132901,0.0747162,0.03907342,0.04940281
18615,2021,37.59489,-110.0355,6.94,3.35,6.94,,,,
18616,2021,37.59489,-110.0355,,,,0.1269982,0.08415787,0.03581035,0.0884635
18617,2021,37.59489,-110.0355,5.75,5.4,5.4,,,,
18618,2021,37.59489,-110.0355,5.75,5.4,5.4,,,,
18619,2021,37.59489,-110.0355,5.75,5.4,5.75,,,,
18620,2021,37.59489,-110.0355,5.75,5.4,5.75,,,,
18621,2021,37.59489,-110.0355,,,,0.1007898,0.080354,0.03698861,0.08312387
18622,2021,37.59489,-110.0355,11.34,5.43,5.82,,,,
18623,2021,37.59489,-110.0355,,,,0.1133414,0.07613337,0.03638468,0.03898702
18624,2021,37.59489,-110.0355,7.52,1.43,,,,,
18625,2021,37.59489,-110.0355,,,,0.125826,0.08797855,0.03535138,0.04371029
18626,2021,37.59489,-110.0355,9.33,4.85,4.85,,,,
18627,2021,37.59489,-110.0355,9.33,4.85,4.85,,,,
18628,2021,37.59489,-110.0355,9.33,4.85,5.28,,,,
18629,2021,37.59489,-110.0355,9.33,4.85,5.28,,,,
18630,2021,37.59489,-110.0355,,,,0.0784435,0.08107919,0.03716441,0.07992325
18631,2021,37.59489,-110.0355,7.6,3.43,3.43,,,,
18632,2021,37.59489,-110.0355,,,,0.1204234,0.06880898,0.03595264,0.06153511
18633,2021,37.59489,-110.0355,6.77,11.41,,,,,
18634,2021,37.59489,-110.0355,,,,0.08813378,0.0826211,0.04125341,0.04743633
18635,2021,37.59489,-110.0355,6.65,11.09,11.09,,,,
18636,2021,37.59489,-110.0355,6.65,11.09,11.09,,,,
18637,2021,37.59489,-110.0355,6.65,11.09,6.65,,,,
18638,2021,37.59489,-110.0355,6.65,11.09,6.65,,,,
18639,2021,37.59489,-110.0355,,,,0.128689,0.08308283,0.03941367,0.04090399
18640,2021,37.59489,-110.0355,11.97,6.33,11.65,,,,
18641,2021,37.59489,-110.0355,11.97,6.33,11.65,,,,
18642,2021,37.59489,-110.0355,11.97,6.33,11.97,,,,
18643,2021,37.59489,-110.0355,11.97,6.33,11.97,,,,
18644,2021,37.59489,-110.0355,,,,0.1261835,0.09404805,0.03705015,0.1014797
18645,2021,37.59489,-110.0355,4.18,4.03,4.03,,,,
18646,2021,37.59489,-110.0355,,,,0.123101,0.05822843,0.03591746,0.09377468
18647,2021,37.59489,-110.0355,1.73,4.85,4.85,,,,
18648,2021,37.59489,-110.0355,1.73,4.85,4.85,,,,
18649,2021,37.59489,-110.0355,1.73,4.85,9.76,,,,
18650,2021,37.59489,-110.0355,1.73,4.85,9.76,,,,
18651,2021,37.59489,-110.0355,,,,0.04431821,0.03670512,0.03656327,0.08389585
18652,2021,37.59489,-110.0355,1.03,4.05,4.05,,,,
18653,2021,37.59489,-110.0355,,,,0.08394983,0.05742116,0.03605532,0.08076105
18654,2021,37.59489,-110.0355,4.62,10.53,10.53,,,,
18655,2021,37.59489,-110.0355,,,,0.1247001,0.07565953,0.03842443,0.1018097
18656,2021,37.59489,-110.0355,4.19,8.42,,,,,
18657,2021,37.59489,-110.0355,,,,0.06618656,0.04720009,0.03685038,0.04650828
18658,2021,37.59489,-110.0355,8.62,7.9,,,,,
18659,2021,37.59489,-110.0355,,,,0.1254515,0.07901347,0.03736615,0.06206369
18660,2021,37.59489,-110.0355,7.59,15.41,,,,,
18661,2021,37.59489,-110.0355,,,,0.1170321,0.07356527,0.05389711,0.09638071
18662,2021,37.59489,-110.0355,8.06,0.46,7.89,,,,
18663,2021,37.59489,-110.0355,8.06,0.46,7.89,,,,
18664,2021,37.59489,-110.0355,8.06,0.46,7.84,,,,
18665,2021,37.59489,-110.0355,8.06,0.46,7.84,,,,
18666,2021,37.59489,-110.0355,,,,0.1167576,0.07465981,0.03504217,0.05146407
18667,2021,37.59489,-110.0355,4.45,10.83,4.9,,,,
18668,2021,37.59489,-110.0355,,,,0.1093099,0.07371816,0.04137603,0.08774517
18669,2021,37.59489,-110.0355,9.13,10.65,7.21,,,,
18670,2021,37.59489,-110.0355,,,,0.1243696,0.07637382,0.04207983,0.05179436
18671,2021,37.59489,-110.0355,8.63,4.39,,,,,
18672,2021,37.59489,-110.0355,,,,0.1194892,0.0763229,0.03632404,0.06750196
18673,2021,37.59489,-110.0355,11.5,1.53,7.93,,,,
18674,2021,37.59489,-110.0355,11.5,1.53,7.93,,,,
18675,2021,37.59489,-110.0355,11.5,1.53,11.5,,,,
18676,2021,37.59489,-110.0355,11.5,1.53,11.5,,,,
18677,2021,37.59489,-110.0355,,,,0.1227309,0.07940436,0.03566696,0.06888606
18678,2021,37.59489,-110.0355,10.71,12.11,10.71,,,,
18679,2021,37.59489,-110.0355,10.71,12.11,10.71,,,,
18680,2021,37.59489,-110.0355,10.71,12.11,8.76,,,,
18681,2021,37.59489,-110.0355,10.71,12.11,8.76,,,,
18682,2021,37.59489,-110.0355,,,,0.1230868,0.07453084,0.04300911,0.07803761
18683,2021,37.59489,-110.0355,10.4,6.95,12.96,,,,
18684,2021,37.59489,-110.0355,10.4,6.95,12.96,,,,
18685,2021,37.59489,-110.0355,10.4,6.95,10.4,,,,
18686,2021,37.59489,-110.0355,10.4,6.95,10.4,,,,
18687,2021,37.59489,-110.0355,,,,0.1221479,0.08003826,0.03951707,0.08032209
18688,2021,37.59489,-110.0355,6.71,3.94,,,,,
18689,2021,37.59489,-110.0355,,,,0.1120218,0.06862978,0.0394007,0.04998419
18690,2021,37.59489,-110.0355,13.14,4.57,4.57,,,,
18691,2021,37.59489,-110.0355,,,,0.1198379,0.08178862,0.03646216,0.08108052
18692,2021,37.59489,-110.0355,16.62,7.41,,,,,
18693,2021,37.59489,-110.0355,,,,0.1314729,0.08052875,0.03794699,0.05898081
18694,2021,37.59489,-110.0355,11.62,4.28,,,,,
18695,2021,37.59489,-110.0355,,,,0.1282812,0.06675694,0.0361396,0.04395452
18696,2021,37.59489,-110.0355,11.24,13.21,13.21,,,,
18697,2021,37.59489,-110.0355,11.24,13.21,13.21,,,,
18698,2021,37.59489,-110.0355,11.24,13.21,13.21,,,,
18699,2021,37.59489,-110.0355,11.24,13.21,11.24,,,,
18700,2021,37.59489,-110.0355,11.24,13.21,11.24,,,,
18701,2021,37.59489,-110.0355,11.24,13.21,11.24,,,,
18702,2021,37.59489,-110.0355,11.24,13.21,9.41,,,,
18703,2021,37.59489,-110.0355,11.24,13.21,9.41,,,,
18704,2021,37.59489,-110.0355,11.24,13.21,9.41,,,,
18705,2021,37.59489,-110.0355,,,,0.1263723,0.0816479,0.0412914,0.07842323
18706,2021,37.59489,-110.0355,3.47,12.3,,,,,
18707,2021,37.59489,-110.0355,,,,0.124511,0.05843914,0.04605897,0.1040521
18708,2021,37.59489,-110.0355,17.27,10.32,,,,,
18709,2021,37.59489,-110.0355,,,,0.1159157,0.08516317,0.04683507,0.06586879
18710,2021,37.59489,-110.0355,1.88,4.8,,,,,
18711,2021,37.59489,-110.0355,,,,0.04053398,0.03649904,0.03627839,0.08775735
18712,2021,37.59489,-110.0355,10.58,3.16,,,,,
18713,2021,37.59489,-110.0355,,,,0.07658805,0.0782144,0.03588524,0.0377907
18714,2021,37.59489,-110.0355,8.1,13.61,13.61,,,,
18715,2021,37.59489,-110.0355,,,,0.125789,0.07677971,0.04607563,0.07448415
18716,2021,37.59489,-110.0355,9.93,11.17,9.93,,,,
18717,2021,37.59489,-110.0355,9.93,11.17,9.93,,,,
18718,2021,37.59489,-110.0355,9.93,11.17,11.17,,,,
18719,2021,37.59489,-110.0355,9.93,11.17,11.17,,,,
18720,2021,37.59489,-110.0355,,,,0.1295369,0.0826567,0.04666924,0.06453029
18721,2021,37.59489,-110.0355,9.02,5.87,4.7,,,,
18722,2021,37.59489,-110.0355,,,,0.09085722,0.07815346,0.03808155,0.05378564
18723,2021,37.59489,-110.0355,3.39,13.26,3.39,,,,
18724,2021,37.59489,-110.0355,3.39,13.26,3.39,,,,
18725,2021,37.59489,-110.0355,3.39,13.26,3.39,,,,
18726,2021,37.59489,-110.0355,3.39,13.26,4.33,,,,
18727,2021,37.59489,-110.0355,3.39,13.26,4.33,,,,
18728,2021,37.59489,-110.0355,3.39,13.26,4.33,,,,
18729,2021,37.59489,-110.0355,3.39,13.26,13.26,,,,
18730,2021,37.59489,-110.0355,3.39,13.26,13.26,,,,
18731,2021,37.59489,-110.0355,3.39,13.26,13.26,,,,
18732,2021,37.59489,-110.0355,,,,0.07816182,0.04753628,0.04260995,0.04457438
18733,2021,37.59489,-110.0355,3.87,7.72,,,,,
18734,2021,37.59489,-110.0355,,,,0.09591628,0.05579884,0.03855033,0.115825
18735,2021,37.59489,-110.0355,3.27,7.2,9.32,,,,
18736,2021,37.59489,-110.0355,,,,0.04576395,0.06700278,0.03875155,0.08121371
18737,2021,37.59489,-110.0355,13.12,1.81,13.12,,,,
18738,2021,37.59489,-110.0355,13.12,1.81,13.12,,,,
18739,2021,37.59489,-110.0355,13.12,1.81,13.12,,,,
18740,2021,37.59489,-110.0355,13.12,1.81,1.81,,,,
18741,2021,37.59489,-110.0355,13.12,1.81,1.81,,,,
18742,2021,37.59489,-110.0355,13.12,1.81,1.81,,,,
18743,2021,37.59489,-110.0355,13.12,1.81,11.9,,,,
18744,2021,37.59489,-110.0355,13.12,1.81,11.9,,,,
18745,2021,37.59489,-110.0355,13.12,1.81,11.9,,,,
18746,2021,37.59489,-110.0355,,,,0.1218225,0.08081877,0.03548427,0.08857295
18747,2022,37.59489,-110.0355,2.12,4.92,,,,,
18748,2022,37.59489,-110.0355,,,,0.07353615,0.06853079,0.03573726,0.04451394
18749,2022,37.59489,-110.0355,17.95,5.09,12.96,,,,
18750,2022,37.59489,-110.0355,,,,0.1299031,0.07270833,0.03633938,0.09669032
18751,2022,37.59489,-110.0355,6.73,7.45,,,,,
18752,2022,37.59489,-110.0355,,,,0.1238649,0.06941929,0.03796199,0.07836342
18753,2022,37.59489,-110.0355,10.84,4.36,,,,,
18754,2022,37.59489,-110.0355,,,,0.1060374,0.08899926,0.03606322,0.04692148
18755,2022,37.59489,-110.0355,4.32,8.78,7.96,,,,
18756,2022,37.59489,-110.0355,,,,0.04117061,0.06482873,0.04003903,0.04880281
18757,2022,37.59489,-110.0355,2.92,6.75,,,,,
18758,2022,37.59489,-110.0355,,,,0.08104172,0.05262288,0.03893335,0.05272883
18759,2022,37.59489,-110.0355,7.93,13.88,3.29,,,,
18760,2022,37.59489,-110.0355,7.93,13.88,3.29,,,,
18761,2022,37.59489,-110.0355,7.93,13.88,2.16,,,,
18762,2022,37.59489,-110.0355,7.93,13.88,2.16,,,,
18763,2022,37.59489,-110.0355,,,,0.08931046,0.06988092,0.04839302,0.0378931
18764,2022,37.59489,-110.0355,5.68,3.56,2.81,,,,
18765,2022,37.59489,-110.0355,,,,0.08669661,0.05635619,0.03581746,0.03872482
18766,2022,37.59489,-110.0355,4.85,9.98,5.87,,,,
18767,2022,37.59489,-110.0355,4.85,9.98,5.87,,,,
18768,2022,37.59489,-110.0355,4.85,9.98,4.85,,,,
18769,2022,37.59489,-110.0355,4.85,9.98,4.85,,,,
18770,2022,37.59489,-110.0355,,,,0.05380952,0.06514115,0.04052769,0.0623487
18771,2022,37.59489,-110.0355,5.6,7.76,,,,,
18772,2022,37.59489,-110.0355,,,,0.1194893,0.06726296,0.03986717,0.08893619
18773,2022,37.59489,-110.0355,3.25,3.28,3.25,,,,
18774,2022,37.59489,-110.0355,3.25,3.28,3.25,,,,
18775,2022,37.59489,-110.0355,3.25,3.28,4.44,,,,
18776,2022,37.59489,-110.0355,3.25,3.28,4.44,,,,
18777,2022,37.59489,-110.0355,,,,0.1108521,0.05877272,0.03577491,0.07748151
18778,2022,37.59489,-110.0355,8.49,5.32,,,,,
18779,2022,37.59489,-110.0355,,,,0.1194163,0.07415307,0.03959548,0.101036
18780,2022,37.59489,-110.0355,3.07,12.36,3.07,,,,
18781,2022,37.59489,-110.0355,,,,0.1155733,0.08241058,0.04263354,0.1094899
18782,2022,37.59489,-110.0355,4.49,2.1,5.57,,,,
18783,2022,37.59489,-110.0355,,,,0.09961398,0.07407631,0.03541463,0.06435206
18784,2022,37.59489,-110.0355,2.55,7.7,9.6,,,,
18785,2022,37.59489,-110.0355,2.55,7.7,9.6,,,,
18786,2022,37.59489,-110.0355,2.55,7.7,9.6,,,,
18787,2022,37.59489,-110.0355,2.55,7.7,5.88,,,,
18788,2022,37.59489,-110.0355,2.55,7.7,5.88,,,,
18789,2022,37.59489,-110.0355,2.55,7.7,5.88,,,,
18790,2022,37.59489,-110.0355,2.55,7.7,7.7,,,,
18791,2022,37.59489,-110.0355,2.55,7.7,7.7,,,,
18792,2022,37.59489,-110.0355,2.55,7.7,7.7,,,,
18793,2022,37.59489,-110.0355,,,,0.06481058,0.04827109,0.03781718,0.07646575
18794,2022,37.59489,-110.0355,3.25,2.6,4.85,,,,
18795,2022,37.59489,-110.0355,,,,0.07756564,0.05209886,0.03562064,0.04728608
18796,2022,37.59489,-110.0355,6.91,11.51,11.51,,,,
18797,2022,37.59489,-110.0355,,,,0.1121883,0.07037944,0.04889742,0.07794446
18798,2022,37.59489,-110.0355,3.7,6.01,,,,,
18799,2022,37.59489,-110.0355,,,,0.07325564,0.05575023,0.03723623,0.03940441
18800,2022,37.59489,-110.0355,7.04,5.17,,,,,
18801,2022,37.59489,-110.0355,,,,0.1204517,0.07919009,0.0361884,0.07582059
18802,2022,37.59489,-110.0355,6.09,3.5,5.83,,,,
18803,2022,37.59489,-110.0355,,,,0.07027815,0.06606497,0.03594752,0.03904061
18804,2022,37.59489,-110.0355,11.29,4.65,9.64,,,,
18805,2022,37.59489,-110.0355,,,,0.1272454,0.0795951,0.03628894,0.06999576
18806,2022,37.59489,-110.0355,8.07,11.02,,,,,
18807,2022,37.59489,-110.0355,,,,0.1239809,0.07912374,0.03984067,0.08483623
18808,2022,37.59489,-110.0355,6.3,7.39,,,,,
18809,2022,37.59489,-110.0355,,,,0.1188725,0.06204467,0.04012323,0.04771457
18810,2022,37.59489,-110.0355,2.23,6.94,,,,,
18811,2022,37.59489,-110.0355,,,,0.110282,0.0788383,0.0371333,0.06420129
18812,2022,37.59489,-110.0355,4.79,2.0,4.79,,,,
18813,2022,37.59489,-110.0355,4.79,2.0,4.79,,,,
18814,2022,37.59489,-110.0355,4.79,2.0,4.79,,,,
18815,2022,37.59489,-110.0355,4.79,2.0,5.47,,,,
18816,2022,37.59489,-110.0355,4.79,2.0,5.47,,,,
18817,2022,37.59489,-110.0355,4.79,2.0,5.47,,,,
18818,2022,37.59489,-110.0355,4.79,2.0,2.0,,,,
18819,2022,37.59489,-110.0355,4.79,2.0,2.0,,,,
18820,2022,37.59489,-110.0355,4.79,2.0,2.0,,,,
18821,2022,37.59489,-110.0355,,,,0.07895386,0.05129976,0.03513267,0.0472998
18822,2022,37.59489,-110.0355,15.26,5.57,15.26,,,,
18823,2022,37.59489,-110.0355,,,,0.1146804,0.06806749,0.0405369,0.04657558
18824,2022,37.59489,-110.0355,2.18,9.71,3.73,,,,
18825,2022,37.59489,-110.0355,2.18,9.71,3.73,,,,
18826,2022,37.59489,-110.0355,2.18,9.71,2.18,,,,
18827,2022,37.59489,-110.0355,2.18,9.71,2.18,,,,
18828,2022,37.59489,-110.0355,,,,0.1192569,0.05441397,0.04002198,0.04007485
18829,2022,37.59489,-110.0355,4.97,2.82,2.82,,,,
18830,2022,37.59489,-110.0355,,,,0.103752,0.08463843,0.03531146,0.07815233
18831,2022,37.59489,-110.0355,7.5,12.78,,,,,
18832,2022,37.59489,-110.0355,,,,0.1220695,0.0824749,0.04056326,0.06717046
18833,2022,37.59489,-110.0355,6.95,7.85,6.95,,,,
18834,2022,37.59489,-110.0355,6.95,7.85,6.95,,,,
18835,2022,37.59489,-110.0355,6.95,7.85,7.85,,,,
18836,2022,37.59489,-110.0355,6.95,7.85,7.85,,,,
18837,2022,37.59489,-110.0355,,,,0.09987485,0.07852616,0.04159896,0.1034479
18838,2022,37.59489,-110.0355,3.53,3.42,3.42,,,,
18839,2022,37.59489,-110.0355,3.53,3.42,3.42,,,,
18840,2022,37.59489,-110.0355,3.53,3.42,2.83,,,,
18841,2022,37.59489,-110.0355,3.53,3.42,2.83,,,,
18842,2022,37.59489,-110.0355,,,,0.1040149,0.06681166,0.03607538,0.03706958
18843,2022,37.59489,-110.0355,2.48,3.49,3.49,,,,
18844,2022,37.59489,-110.0355,,,,0.09512097,0.05019505,0.03566308,0.08649846
18845,2022,37.59489,-110.0355,10.74,8.66,8.66,,,,
18846,2022,37.59489,-110.0355,10.74,8.66,8.66,,,,
18847,2022,37.59489,-110.0355,10.74,8.66,10.74,,,,
18848,2022,37.59489,-110.0355,10.74,8.66,10.74,,,,
18849,2022,37.59489,-110.0355,,,,0.1080546,0.07369608,0.04594482,0.03996405
18850,2022,37.59489,-110.0355,6.58,8.91,7.11,,,,
18851,2022,37.59489,-110.0355,,,,0.1217197,0.08868409,0.04085423,0.06488857
18852,2022,37.59489,-110.0355,5.01,3.79,,,,,
18853,2022,37.59489,-110.0355,,,,0.1003771,0.0639574,0.03710517,0.06721416
18854,2022,37.59489,-110.0355,1.84,3.76,,,,,
18855,2022,37.59489,-110.0355,,,,0.04503706,0.06932717,0.03631361,0.09405646
18856,2022,37.59489,-110.0355,5.07,4.68,4.93,,,,
18857,2022,37.59489,-110.0355,,,,0.1068133,0.07221075,0.03685705,0.04608916
18858,2022,37.59489,-110.0355,8.98,10.39,3.43,,,,
18859,2022,37.59489,-110.0355,,,,0.1213929,0.07011577,0.04288522,0.07638091
18860,2022,37.59489,-110.0355,7.57,8.22,8.22,,,,
18861,2022,37.59489,-110.0355,,,,0.126319,0.08293554,0.03892201,0.05459872
18862,2022,37.59489,-110.0355,6.61,3.51,,,,,
18863,2022,37.59489,-110.0355,,,,0.1269379,0.07066523,0.03620689,0.06518069
18864,2023,37.59489,-110.0355,2.96,5.44,2.96,,,,
18865,2023,37.59489,-110.0355,2.96,5.44,2.96,,,,
18866,2023,37.59489,-110.0355,2.96,5.44,4.5,,,,
18867,2023,37.59489,-110.0355,2.96,5.44,4.5,,,,
18868,2023,37.59489,-110.0355,,,,0.06400869,0.05206534,0.03635105,0.08353211
18869,2023,37.59489,-110.0355,10.81,5.86,3.09,,,,
18870,2023,37.59489,-110.0355,,,,0.1246754,0.0689844,0.03618138,0.06102331
18871,2023,37.59489,-110.0355,3.54,2.54,6.23,,,,
18872,2023,37.59489,-110.0355,3.54,2.54,6.23,,,,
18873,2023,37.59489,-110.0355,3.54,2.54,3.32,,,,
18874,2023,37.59489,-110.0355,3.54,2.54,3.32,,,,
18875,2023,37.59489,-110.0355,,,,0.1155996,0.05884972,0.03581068,0.03871293
18876,2023,37.59489,-110.0355,13.12,15.2,15.2,,,,
18877,2023,37.59489,-110.0355,13.12,15.2,15.2,,,,
18878,2023,37.59489,-110.0355,13.12,15.2,15.2,,,,
18879,2023,37.59489,-110.0355,13.12,15.2,8.89,,,,
18880,2023,37.59489,-110.0355,13.12,15.2,8.89,,,,
18881,2023,37.59489,-110.0355,13.12,15.2,8.89,,,,
18882,2023,37.59489,-110.0355,13.12,15.2,13.12,,,,
18883,2023,37.59489,-110.0355,13.12,15.2,13.12,,,,
18884,2023,37.59489,-110.0355,13.12,15.2,13.12,,,,
18885,2023,37.59489,-110.0355,,,,0.1085168,0.07886077,0.05003135,0.04339542
18886,2023,37.59489,-110.0355,8.46,0.56,0.56,,,,
18887,2023,37.59489,-110.0355,,,,0.07194743,0.07877022,0.03487617,0.04539248
18888,2023,37.59489,-110.0355,4.83,5.02,4.83,,,,
18889,2023,37.59489,-110.0355,4.83,5.02,4.83,,,,
18890,2023,37.59489,-110.0355,4.83,5.02,9.51,,,,
18891,2023,37.59489,-110.0355,4.83,5.02,9.51,,,,
18892,2023,37.59489,-110.0355,,,,0.08517239,0.06523735,0.036243,0.0611026
18893,2023,37.59489,-110.0355,2.69,3.85,,,,,
18894,2023,37.59489,-110.0355,,,,0.05889922,0.04165751,0.03585232,0.09017648
18895,2023,37.59489,-110.0355,4.96,7.76,12.71,,,,
18896,2023,37.59489,-110.0355,,,,0.0637046,0.07169639,0.03734205,0.07787033
18897,2023,37.59489,-110.0355,11.25,4.99,,,,,
18898,2023,37.59489,-110.0355,,,,0.1056701,0.07762662,0.03606503,0.1117858
18899,2023,37.59489,-110.0355,3.48,14.61,14.61,,,,
18900,2023,37.59489,-110.0355,,,,0.104548,0.06018437,0.05537382,0.07448669
18901,2023,37.59489,-110.0355,2.29,7.35,21.64,,,,
18902,2023,37.59489,-110.0355,,,,0.0630065,0.05381851,0.03976541,0.09703296
18903,2023,37.59489,-110.0355,6.19,10.28,6.77,,,,
18904,2023,37.59489,-110.0355,6.19,10.28,6.77,,,,
18905,2023,37.59489,-110.0355,6.19,10.28,6.19,,,,
18906,2023,37.59489,-110.0355,6.19,10.28,6.19,,,,
18907,2023,37.59489,-110.0355,,,,0.120998,0.07495087,0.04110424,0.08250258
18908,2023,37.59489,-110.0355,6.08,5.1,9.36,,,,
18909,2023,37.59489,-110.0355,6.08,5.1,9.36,,,,
18910,2023,37.59489,-110.0355,6.08,5.1,10.15,,,,
18911,2023,37.59489,-110.0355,6.08,5.1,10.15,,,,
18912,2023,37.59489,-110.0355,,,,0.1012255,0.07922045,0.0358968,0.06696134
18913,2023,37.59489,-110.0355,4.23,6.58,4.23,,,,
18914,2023,37.59489,-110.0355,4.23,6.58,4.23,,,,
18915,2023,37.59489,-110.0355,4.23,6.58,4.23,,,,
18916,2023,37.59489,-110.0355,4.23,6.58,5.1,,,,
18917,2023,37.59489,-110.0355,4.23,6.58,5.1,,,,
18918,2023,37.59489,-110.0355,4.23,6.58,5.1,,,,
18919,2023,37.59489,-110.0355,4.23,6.58,20.35,,,,
18920,2023,37.59489,-110.0355,4.23,6.58,20.35,,,,
18921,2023,37.59489,-110.0355,4.23,6.58,20.35,,,,
18922,2023,37.59489,-110.0355,,,,0.1003621,0.06148499,0.03755825,0.08343361
18923,2023,37.59489,-110.0355,10.88,8.82,,,,,
18924,2023,37.59489,-110.0355,,,,0.1270391,0.08743921,0.04241957,0.1044772
18925,2023,37.59489,-110.0355,6.22,1.81,1.81,,,,
18926,2023,37.59489,-110.0355,,,,0.1027204,0.06987672,0.03571087,0.07716153
18927,2023,37.59489,-110.0355,9.45,9.58,2.45,,,,
18928,2023,37.59489,-110.0355,,,,0.1243205,0.06624375,0.04271313,0.08497375
18929,2023,37.59489,-110.0355,7.37,11.79,,,,,
18930,2023,37.59489,-110.0355,,,,0.08898259,0.06423067,0.04687325,0.07126799
18931,2023,37.59489,-110.0355,6.38,5.13,5.13,,,,
18932,2023,37.59489,-110.0355,6.38,5.13,5.13,,,,
18933,2023,37.59489,-110.0355,6.38,5.13,6.38,,,,
18934,2023,37.59489,-110.0355,6.38,5.13,6.38,,,,
18935,2023,37.59489,-110.0355,,,,0.1044361,0.07298425,0.03616404,0.04866318
18936,2023,37.59489,-110.0355,5.95,5.04,5.95,,,,
18937,2023,37.59489,-110.0355,5.95,5.04,5.95,,,,
18938,2023,37.59489,-110.0355,5.95,5.04,5.04,,,,
18939,2023,37.59489,-110.0355,5.95,5.04,5.04,,,,
18940,2023,37.59489,-110.0355,,,,0.0716598,0.08711344,0.03829457,0.04843184
18941,2023,37.59489,-110.0355,4.25,12.13,7.46,,,,
18942,2023,37.59489,-110.0355,,,,0.1039082,0.06885776,0.04733994,0.07377516
18943,2023,37.59489,-110.0355,6.29,11.08,11.08,,,,
18944,2023,37.59489,-110.0355,6.29,11.08,11.08,,,,
18945,2023,37.59489,-110.0355,6.29,11.08,6.83,,,,
18946,2023,37.59489,-110.0355,6.29,11.08,6.83,,,,
18947,2023,37.59489,-110.0355,,,,0.1268454,0.06958082,0.04730596,0.07663751
18948,2023,37.59489,-110.0355,8.69,9.54,13.48,,,,
18949,2023,37.59489,-110.0355,8.69,9.54,13.48,,,,
18950,2023,37.59489,-110.0355,8.69,9.54,9.54,,,,
18951,2023,37.59489,-110.0355,8.69,9.54,9.54,,,,
18952,2023,37.59489,-110.0355,,,,0.1181552,0.09351398,0.04983837,0.08265277
18953,2023,37.59489,-110.0355,7.29,7.58,,,,,
18954,2023,37.59489,-110.0355,,,,0.1029783,0.06981388,0.03732679,0.05085717
18955,2023,37.59489,-110.0355,4.92,4.97,,,,,
18956,2023,37.59489,-110.0355,,,,0.1052284,0.06586744,0.0373313,0.08766781
18957,2023,37.59489,-110.0355,14.05,9.8,10.12,,,,
18958,2023,37.59489,-110.0355,,,,0.0986435,0.06377161,0.03958628,0.08389139
18959,2023,37.59489,-110.0355,4.0,15.01,,,,,
18960,2023,37.59489,-110.0355,,,,0.09686978,0.05161407,0.05163412,0.08040454
18961,2023,37.59489,-110.0355,8.09,10.83,,,,,
18962,2023,37.59489,-110.0355,,,,0.1302291,0.06530117,0.04936729,0.09728821
18963,2023,37.59489,-110.0355,12.15,15.36,12.59,,,,
18964,2023,37.59489,-110.0355,,,,0.1246234,0.07626595,0.05007518,0.09700526
18965,2023,37.59489,-110.0355,7.71,4.49,10.65,,,,
18966,2023,37.59489,-110.0355,,,,0.12722,0.08241514,0.036165,0.1040558
18967,2023,37.59489,-110.0355,10.86,11.34,,,,,
18968,2023,37.59489,-110.0355,,,,0.09626504,0.09565376,0.04236834,0.06125964
18969,2023,37.59489,-110.0355,10.6,11.34,10.6,,,,
